,GameID,Date,Team,Opponent,TeamGoals,OpponentGoals,Result,TeamShots,OpponentShots,TeamShotsonTarget,OpponentShotsonTarget,TeamFouls,OpponentFouls,TeamCorners,OpponentCorners,TeamYellowCards,OpponentYellowCards,TeamRedCards,OpponentRedCards,O2.5,U2.5,TeamWinOdds,DrawOdds,OpponentWinOdds,Venue,TeamELO,OpponentELO,ELODif
112,63,2000-10-13,Dortmund,Freiburg,1,0,W,25.0,3.0,11.0,1.0,24.0,18.0,9.0,3.0,1.0,2.0,0.0,0.0,,,,,,Home,1649.10595703,1613.05639648,36.049560549999796
113,63,2000-10-13,Freiburg,Dortmund,0,1,L,3.0,25.0,1.0,11.0,18.0,24.0,3.0,9.0,2.0,1.0,0.0,0.0,,,,,,Away,1613.05639648,1649.10595703,-36.049560549999796
114,64,2000-10-14,Koeln,Bochum,2,0,W,21.0,8.0,12.0,1.0,17.0,11.0,2.0,1.0,3.0,3.0,0.0,0.0,,,,,,Home,1573.38903809,1586.4979248,-13.108886709999979
115,64,2000-10-14,Bochum,Koeln,0,2,L,8.0,21.0,1.0,12.0,11.0,17.0,1.0,2.0,3.0,3.0,0.0,0.0,,,,,,Away,1586.4979248,1573.38903809,13.108886709999979
116,66,2000-10-14,Cottbus,Bayern,1,0,W,15.0,8.0,8.0,0.0,23.0,22.0,1.0,5.0,1.0,5.0,0.0,0.0,,,,,,Home,1523.82836914,1850.16748047,-326.33911133000015
117,66,2000-10-14,Bayern,Cottbus,0,1,L,8.0,15.0,0.0,8.0,22.0,23.0,5.0,1.0,5.0,1.0,0.0,0.0,,,,,,Away,1850.16748047,1523.82836914,326.33911133000015
118,67,2000-10-14,Schalke,Frankfurt,4,0,W,16.0,5.0,3.0,0.0,15.0,12.0,9.0,2.0,4.0,2.0,0.0,1.0,,,,,,Home,1664.04663086,1635.94335938,28.103271480000103
119,67,2000-10-14,Frankfurt,Schalke,0,4,L,5.0,16.0,0.0,3.0,12.0,15.0,2.0,9.0,2.0,4.0,1.0,0.0,,,,,,Away,1635.94335938,1664.04663086,-28.103271480000103
120,68,2000-10-14,Stuttgart,Hamburg,3,3,D,17.0,10.0,9.0,9.0,16.0,16.0,2.0,5.0,3.0,3.0,0.0,0.0,,,,,,Home,1646.85876465,1697.74682617,-50.888061520000065
121,68,2000-10-14,Hamburg,Stuttgart,3,3,D,10.0,17.0,9.0,9.0,16.0,16.0,5.0,2.0,3.0,3.0,0.0,0.0,,,,,,Away,1697.74682617,1646.85876465,50.888061520000065
122,69,2000-10-14,Werder,Leverkusen,3,3,D,11.0,6.0,6.0,4.0,12.0,21.0,5.0,7.0,4.0,2.0,0.0,1.0,,,,,,Home,1670.53186035,1766.67749023,-96.14562988000012
123,69,2000-10-14,Leverkusen,Werder,3,3,D,6.0,11.0,4.0,6.0,21.0,12.0,7.0,5.0,2.0,4.0,1.0,0.0,,,,,,Away,1766.67749023,1670.53186035,96.14562988000012
124,70,2000-10-15,Rostock,Hertha,0,2,L,12.0,15.0,3.0,7.0,20.0,15.0,8.0,6.0,4.0,3.0,1.0,1.0,,,,,,Home,1623.01062012,1668.48071289,-45.47009276999984
